product_id,product_name,brand,category,subcategory,model_number,description,price,currency,voltage,power,frequency,rpm,weight,dimensions,material,ip_rating,warranty,manufacturer,country,supplier,source,technical_document,product_url
PID-10317,Vertiv Liebert Online Double-Conversion UPS VER-PWR-7412,Vertiv Liebert,Power Equipment,Online Double-Conversion UPS,VER-PWR-7412,"*** VERTIV LIEBERT SPECIAL PROMO *** Model VER-PWR-7412. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",15496.65,EUR,400/230V 50Hz,500 kW,50 Hz,N/A,47.1 kilograms,34.2x74.6x69.0 cm,Galvanized Steel Weatherproof,IP20,,Vertiv Liebert,Sweden,TechFlow Solutions,Vendor Portal Upload,,invalid-url-item
PID-10318,SEW-Eurodrive DC Traction Motor SEW-MTR-3507,SEW-Eurodrive,Industrial Motors,DC Traction Motor,SEW-MTR-3507,REDUNDANT RECORD: SEW-Eurodrive SEW-MTR-3507 Industrial Motors DC Traction Motor. Contact supplier Precision Parts Direct for spec sheet.,13759.45,GBP,400V,15 kW,50 Hz,1750 RPM,112.3 kilograms,,Ductile Iron,IP65,12 Months,SEW-Eurodrive,Germany,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/sew-eurodrive/sew-mtr-3507.pdf,https://www.industrial-supply-direct.com/item/sew-mtr-3507
PID-10319,Caterpillar Industrial Diesel Generator CAT-PWR-3323,Caterpillar,Power Equipment,Industrial Diesel Generator,CAT-PWR-3323,REDUNDANT RECORD: Caterpillar CAT-PWR-3323 Power Equipment Industrial Diesel Generator. Contact supplier Precision Parts Direct for spec sheet.,21479.47,EUR,11 kV,1000 kVA,50 Hz,1500 RPM,36.6 g,742x748x561mm,Acoustic Heavy Steel,IP20,24 months,Caterpillar,Sweden,Precision Parts Direct,Distributor Catalog EU,https://docs.productiq-assets.com/specs/caterpillar/cat-pwr-3323.pdf,https://www.industrial-supply-direct.com/item/cat-pwr-3323
PID-10320,Flowserve Positive Displacement Pump FLO-PMP-8928,Flowserve,Pumps,Positive Displacement Pump,FLO-PMP-8928,Heavy-duty industrial grade Positive Displacement Pump engineered by Flowserve. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,13154.14,USD,,,50 Hz,3500 rpm,404.6 kg,550x185x845mm,Stainless Steel 316,IP66,24 months,Flowserve,United Kingdom,Global Electro Corp,ERP Master Data,https://docs.productiq-assets.com/specs/flowserve/flo-pmp-8928.pdf,https://www.industrial-supply-direct.com/item/flo-pmp-8928
PID-10321,Timken Cylindrical Roller Bearing TIM-BRG-8144,Timken,Bearings,Cylindrical Roller Bearing,TIM-BRG-8144,"Compact and durable Cylindrical Roller Bearing with standard power rating, rated for N/A networks.",6065.98,€,N/A,,N/A,3200 RPM,192.1 g,"29.6"" x 29.0"" x 8.3""",High Carbon Chrome Steel 100Cr6,Open,2 Years,Timken,Italy,TechFlow Solutions,Vendor Portal Upload,https://docs.productiq-assets.com/specs/timken/tim-brg-8144.pdf,https://www.industrial-supply-direct.com/item/tim-brg-8144
PID-10322,Nidec Explosion-Proof Motor NID-MTR-7714,Nidec,Industrial Motors,Explosion-Proof Motor,NID-MTR-7714,<div><p>Industrial Industrial Motors - NID-MTR-7714</p><span>Manufacturer: Nidec</span><br>Standard spec with warranty: 2 Years</div>,9610.5,USD,690 V,20 HP,50 Hz,1500 rpm,,77.3x31.8x57.6 cm,Ductile Iron,ip55,2 Years,Nidec,United States,Nordic Machinery Hub,Vendor Portal Upload,https://docs.productiq-assets.com/specs/nidec/nid-mtr-7714.pdf,https://www.industrial-supply-direct.com/item/nid-mtr-7714
PID-10323,Wilo Positive Displacement Pump WIL-PMP-2225,Wilo,Pumps,Positive Displacement Pump,WIL-PMP-2225,"Wilo Positive Displacement Pump WIL-PMP-2225 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",10171.15,EUR,24 V DC,3.7 kW,60 Hz,1450 RPM,271.6 LBS,L:143 W:391 H:118,Cast Iron GG25,IP66,12 Months,Wilo,Japan,Global Electro Corp,Supplier Price File 2024,,https://www.industrial-supply-direct.com/item/wil-pmp-2225
PID-10324,Pilz Explosion Proof Beacon PIL-SFT-1266,Pilz,Safety Equipment,Explosion Proof Beacon,PIL-SFT-1266,<div><p>Industrial Safety Equipment - PIL-SFT-1266</p><span>Manufacturer: Pilz</span><br>Standard spec with warranty: 12 Months</div>,2359.79,EUR,Battery / 3.6V,5 W,50/60 Hz,N/A,442.8 lbs,348x482x732mm,Reinforced Polymer,IP65,12 Months,Pilz,Sweden,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/pilz/pil-sft-1266.pdf,https://www.industrial-supply-direct.com/item/pil-sft-1266
PID-10325,Yokogawa Pressure Transmitter YOK-SNS-4131,Yokogawa,Sensors,Pressure Transmitter,YOK-SNS-4131,Heavy-duty industrial grade Pressure Transmitter engineered by Yokogawa. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,23750.45,$,4-20mA 24V,0.01 kW,N/A,N/A,315.2 KG,L:345 W:229 H:426,316L SS,IP69K,,Yokogawa,United Kingdom,Precision Parts Direct,Supplier Price File 2024,https://docs.productiq-assets.com/specs/yokogawa/yok-sns-4131.pdf,https://www.industrial-supply-direct.com/item/yok-sns-4131
PID-10326,Chint Industrial Transformer CHI-ELC-5596,Chint,Electrical Components,Industrial Transformer,CHI-ELC-5596,"*** CHINT SPECIAL PROMO *** Model CHI-ELC-5596. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",11628.92,USD,415 VAC,250 kVA,50 Hz,N/A,36.1 lbs,"5.0"" x 30.9"" x 12.6""",Silver Alloy Contacts,IP20,2 Years,Chint,United States,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/chint/chi-elc-5596.pdf,https://www.industrial-supply-direct.com/item/chi-elc-5596
PID-10327,Euchner Explosion Proof Beacon EUC-SFT-8438,Euchner,Safety Equipment,Explosion Proof Beacon,EUC-SFT-8438,Heavy-duty industrial grade Explosion Proof Beacon engineered by Euchner. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,21946.31,$,24 V DC,10 W,DC,N/A,428.3 LBS,401x572x209mm,Reinforced Polymer,IP66,12 Months,Euchner,Sweden,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/euchner/euc-sft-8438.pdf,https://www.industrial-supply-direct.com/item/euc-sft-8438
PID-10328,Kaeser Rotary Screw Compressor KAE-CMP-2377,Kaeser,Compressors,Rotary Screw Compressor,KAE-CMP-2377,"*** KAESER SPECIAL PROMO *** Model KAE-CMP-2377. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",5156.56,EUR,3.3 kV,50 HP,60 Hz,1480 RPM,134.1 lbs,"26.2"" x 25.3"" x 28.4""",Acoustic Enclosure,IP55,12 Months,Kaeser,Germany,Precision Parts Direct,Field Engineering Audit,https://docs.productiq-assets.com/specs/kaeser/kae-cmp-2377.pdf,https://www.industrial-supply-direct.com/item/kae-cmp-2377
PID-10329,ABB DC Traction Motor ABB-MTR-5361,ABB,Industrial Motors,DC Traction Motor,ABB-MTR-5361,"*** ABB SPECIAL PROMO *** Model ABB-MTR-5361. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",12810.93,EUR,400V,15kw,60 Hz,1500 rpm,158.1 kg.,L:689 W:103 H:196,Ductile Iron,IP 55,1 Year Standard,ABB,Japan,Precision Parts Direct,Field Engineering Audit,https://docs.productiq-assets.com/specs/abb/abb-mtr-5361.pdf,https://www.industrial-supply-direct.com/item/abb-mtr-5361
PID-10330,Samson Butterfly Valve SAM-VLV-8458,Samson,Valves,Butterfly Valve,SAM-VLV-8458,"*** SAMSON SPECIAL PROMO *** Model SAM-VLV-8458. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",CONTACT SALES,USD,24 V DC,50 W,,,221.0 KG,19.2x11.7x68.0 cm,WCB Carbon Steel,IP67,,Samson,China,Continental Drive Systems,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/samson/sam-vlv-8458.pdf,https://www.industrial-supply-direct.com/item/sam-vlv-8458
PID-10331,Flowserve Positive Displacement Pump FLO-PMP-8415,Flowserve,Pumps,Positive Displacement Pump,FLO-PMP-8415,"*** FLOWSERVE SPECIAL PROMO *** Model FLO-PMP-8415. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",8473.93,GBP,,15 kW,50/60 Hz,1450 RPM,389.6 kilograms,330 x 376 x 802 mm,Bronze,ip68,2 Years,Flowserve,Switzerland,Precision Parts Direct,Supplier Price File 2024,https://docs.productiq-assets.com/specs/flowserve/flo-pmp-8415.pdf,invalid-url-item
PID-10332,Huawei Digital Power Battery Energy Storage Unit HUA-PWR-6888,Huawei Digital Power,Power Equipment,Battery Energy Storage Unit,HUA-PWR-6888,REDUNDANT RECORD: Huawei Digital Power HUA-PWR-6888 Power Equipment Battery Energy Storage Unit. Contact supplier Continental Drive Systems for spec sheet.,4720.73,$,400 V 3-Phase,500 kW,60 Hz,N/A,409.9 kg.,90.0x70.3x52.7 cm,Acoustic Heavy Steel,IP23,24 months,Huawei Digital Power,Germany,Continental Drive Systems,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/huawei_digital_power/hua-pwr-6888.pdf,https://www.industrial-supply-direct.com/item/hua-pwr-6888
PID-10333,Sulzer Diaphragm Pump SUL-PMP-6685,Sulzer,Pumps,Diaphragm Pump,SUL-PMP-6685,"Compact and durable Diaphragm Pump with 11 kW rating, rated for 230 V networks.",23269.87,USD,230 V,11 kW,60 Hz,3500 rpm,360.4 kg,"21.5"" x 15.3"" x 27.8""",Duplex Steel,IP55,24 months,Sulzer,France,TechFlow Solutions,Distributor Catalog EU,https://docs.productiq-assets.com/specs/sulzer/sul-pmp-6685.pdf,invalid-url-item
PID-10334,Bray Butterfly Valve BRA-VLV-9224,Bray,Valves,Butterfly Valve,BRA-VLV-9224,"*** BRAY SPECIAL PROMO *** Model BRA-VLV-9224. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",22892.38,EUR,24VDC,15 W,60 Hz,N/A,175.3 lbs,300x367x409mm,Hastelloy C,IP65,36 Months Extended,Bray,Italy,Continental Drive Systems,Supplier Price File 2024,https://docs.productiq-assets.com/specs/bray/bra-vlv-9224.pdf,https://www.industrial-supply-direct.com/item/bra-vlv-9224
PID-10335,Velan Check Valve VEL-VLV-4268,Velan,Valves,Check Valve,VEL-VLV-4268,REDUNDANT RECORD: Velan VEL-VLV-4268 Valves Check Valve. Contact supplier Global Electro Corp for spec sheet.,2132.07,$,230 V AC,N/A,,N/A,193.9 lbs,,Hastelloy C,IP66,,Velan,United States,Global Electro Corp,Supplier Price File 2024,https://docs.productiq-assets.com/specs/velan/vel-vlv-4268.pdf,https://www.industrial-supply-direct.com/item/vel-vlv-4268
PID-10336,SMA Solar Solar Inverter Grid-Tied SMA-PWR-3085,SMA Solar,Power Equipment,Solar Inverter Grid-Tied,SMA-PWR-3085,REDUNDANT RECORD: SMA Solar SMA-PWR-3085 Power Equipment Solar Inverter Grid-Tied. Contact supplier Precision Parts Direct for spec sheet.,21606.41,USD,,50 kVA,60 Hz,1500 RPM,123.4 g,29.9x39.7x67.9 cm,Galvanized Steel Weatherproof,IP20,,SMA Solar,United States,Precision Parts Direct,Distributor Catalog EU,https://docs.productiq-assets.com/specs/sma_solar/sma-pwr-3085.pdf,https://www.industrial-supply-direct.com/item/sma-pwr-3085
PID-10337,SEW-Eurodrive Synchronous Motor SEW-MTR-9458,SEW-Eurodrive,Industrial Motors,Synchronous Motor,SEW-MTR-9458,"*** SEW-EURODRIVE SPECIAL PROMO *** Model SEW-MTR-9458. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",3347.07,USD,460 V AC,15000 W,50Hz,2950 RPM,45.8 KG,150 x 617 x 554 mm,Cast Iron,IP23,24 months,SEW-Eurodrive,United Kingdom,Global Electro Corp,Supplier Price File 2024,https://docs.productiq-assets.com/specs/sew-eurodrive/sew-mtr-9458.pdf,https://www.industrial-supply-direct.com/item/sew-mtr-9458
PID-10338,Huawei Digital Power Battery Energy Storage Unit HUA-PWR-3018,Huawei Digital Power,Power Equipment,Battery Energy Storage Unit,HUA-PWR-3018,Heavy-duty industrial grade Battery Energy Storage Unit engineered by Huawei Digital Power. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,15299.66,USD,480 V,100 kW,50 Hz,1500 RPM,223.1 g,"35.0"" x 8.2"" x 22.6""",Galvanized Steel Weatherproof,IP54 Outdoor,2 Years,Huawei Digital Power,Japan,Nordic Machinery Hub,Distributor Catalog EU,https://docs.productiq-assets.com/specs/huawei_digital_power/hua-pwr-3018.pdf,invalid-url-item
PID-10339,SKF Pillow Block Bearing SKF-BRG-8282,SKF,Bearings,Pillow Block Bearing,SKF-BRG-8282,<div><p>Industrial Bearings - SKF-BRG-8282</p><span>Manufacturer: SKF</span><br>Standard spec with warranty: 5 Years</div>,23110.28,€,,N/A,N/A,8500 rpm,232.1 KG,"32.3"" x 30.4"" x 32.9""",High Carbon Chrome Steel 100Cr6,ZZ Shielded,5 Years,SKF,Japan,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/skf/skf-brg-8282.pdf,invalid-url-item
PID-10340,Siemens Industrial Transformer SIE-ELC-3955,Siemens,Electrical Components,Industrial Transformer,SIE-ELC-3955,"*** SIEMENS SPECIAL PROMO *** Model SIE-ELC-3955. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",22264.06,,415 VAC,1600 A Rating,60 Hz,N/A,383.8 KG,317x611x795mm,Silver Alloy Contacts,IP54,,Siemens,Switzerland,Apex Industrial Supplies,Field Engineering Audit,https://docs.productiq-assets.com/specs/siemens/sie-elc-3955.pdf,https://www.industrial-supply-direct.com/item/sie-elc-3955
PID-10341,Siemens SIMATIC Programmable Logic Controller (PLC) SIE-CTL-5103,Siemens SIMATIC,Control Systems,Programmable Logic Controller (PLC),SIE-CTL-5103,"*** SIEMENS SIMATIC SPECIAL PROMO *** Model SIE-CTL-5103. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",20336.27,EUR,,0.75 kW,50/60 Hz,N/A,259.3 KG,1105x548x795mm,Metal Alloy,IP20 / NEMA 1,5 Years,Siemens SIMATIC,France,Continental Drive Systems,OEM Technical Data Sheet,,invalid-url-item
PID-10342,KSB Centrifugal Pump KSB-PMP-3302,KSB,Pumps,Centrifugal Pump,KSB-PMP-3302,"*** KSB SPECIAL PROMO *** Model KSB-PMP-3302. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",18604.43,USD,415V,5.5 kW,50/60 Hz,3500 rpm,372.8 LBS,"15.0"" x 6.6"" x 21.6""",Bronze,IP68,,KSB,Finland,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/ksb/ksb-pmp-3302.pdf,https://www.industrial-supply-direct.com/item/ksb-pmp-3302
PID-10343,Sulzer Submersible Slurry Pump SUL-PMP-1843,Sulzer,Pumps,Submersible Slurry Pump,SUL-PMP-1843,Heavy-duty industrial grade Submersible Slurry Pump engineered by Sulzer. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,7998.95,GBP,380 V 3-Phase,3.7 kW,50 Hz,1450 RPM,234.2 LBS,917 x 733 x 158 mm,Duplex Steel,IP66,36 Months Extended,Sulzer,Japan,Precision Parts Direct,Supplier Price File 2024,,https://www.industrial-supply-direct.com/item/sul-pmp-1843
PID-10344,Emerson Rosemount Pressure Transmitter EME-SNS-3282,Emerson Rosemount,Sensors,Pressure Transmitter,EME-SNS-3282,"Emerson Rosemount Pressure Transmitter EME-SNS-3282 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",19617.87,,4-20mA 24V,5 W,50/60 Hz,N/A,441.5 lbs,26.5x66.4x59.0 cm,Titanium,,5 Years,Emerson Rosemount,United States,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/emerson_rosemount/eme-sns-3282.pdf,https://www.industrial-supply-direct.com/item/eme-sns-3282
PID-10345,Mitsubishi Electric Variable Frequency Drive (VFD) MIT-CTL-4731,Mitsubishi Electric,Control Systems,Variable Frequency Drive (VFD),MIT-CTL-4731,Heavy-duty industrial grade Variable Frequency Drive (VFD) engineered by Mitsubishi Electric. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,715.25,USD,24 V DC,0.75 kW,50/60 Hz,N/A,198.5 LBS,853 x 460 x 298 mm,Metal Alloy,IP20,2 Years,Mitsubishi Electric,United States,Continental Drive Systems,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/mitsubishi_electric/mit-ctl-4731.pdf,https://www.industrial-supply-direct.com/item/mit-ctl-4731
PID-10346,Honeywell Analytics Safety Light Curtain HON-SFT-1244,Honeywell Analytics,Safety Equipment,Safety Light Curtain,HON-SFT-1244,<div><p>Industrial Safety Equipment - HON-SFT-1244</p><span>Manufacturer: Honeywell Analytics</span><br>Standard spec with warranty: </div>,1917.17,€,24 V DC,10 W,DC,N/A,296.8 g,61.2x65.6x31.0 cm,Reinforced Polymer,,,Honeywell Analytics,United Kingdom,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/honeywell_analytics/hon-sft-1244.pdf,https://www.industrial-supply-direct.com/item/hon-sft-1244
PID-10347,Koyo Spherical Roller Bearing KOY-BRG-9631,Koyo,Bearings,Spherical Roller Bearing,KOY-BRG-9631,"Koyo Spherical Roller Bearing KOY-BRG-9631 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",16772.21,EUR,,,N/A,4500 max RPM,139.0 LBS,"33.9"" x 9.6"" x 5.4""",Stainless Steel 440C,ZZ Shielded,5 Years,Koyo,United States,Apex Industrial Supplies,Supplier Price File 2024,https://docs.productiq-assets.com/specs/koyo/koy-brg-9631.pdf,https://www.industrial-supply-direct.com/item/koy-brg-9631
PID-10348,Vertiv Liebert Solar Inverter Grid-Tied VER-PWR-2384,Vertiv Liebert,Power Equipment,Solar Inverter Grid-Tied,VER-PWR-2384,<div><p>Industrial Power Equipment - VER-PWR-2384</p><span>Manufacturer: Vertiv Liebert</span><br>Standard spec with warranty: </div>,20522.14,$,,250 kVA,60 Hz,1800 rpm,16.5 kilograms,15.3x72.3x87.2 cm,Acoustic Heavy Steel,IP23,,Vertiv Liebert,Switzerland,Apex Industrial Supplies,Vendor Portal Upload,https://docs.productiq-assets.com/specs/vertiv_liebert/ver-pwr-2384.pdf,https://www.industrial-supply-direct.com/item/ver-pwr-2384
PID-10349,Omron Programmable Logic Controller (PLC) OMR-CTL-2789,Omron,Control Systems,Programmable Logic Controller (PLC),OMR-CTL-2789,REDUNDANT RECORD: Omron OMR-CTL-2789 Control Systems Programmable Logic Controller (PLC). Contact supplier Apex Industrial Supplies for spec sheet.,22863.41,EUR,24VDC / 120VAC,30 W,50 Hz,N/A,61.5 kg,66.1x18.7x35.5 cm,Industrial Thermoplastic,ip20,24 months,Omron,France,Apex Industrial Supplies,Vendor Portal Upload,https://docs.productiq-assets.com/specs/omron/omr-ctl-2789.pdf,https://www.industrial-supply-direct.com/item/omr-ctl-2789
PID-10350,Koyo Pillow Block Bearing KOY-BRG-1202,Koyo,Bearings,Pillow Block Bearing,KOY-BRG-1202,<div><p>Industrial Bearings - KOY-BRG-1202</p><span>Manufacturer: Koyo</span><br>Standard spec with warranty: 1 Year Standard</div>,13679.27,EUR,,N/A,N/A,3200 RPM,185.4 LBS,666 x 724 x 664 mm,Stainless Steel 440C,2RS Sealed,1 Year Standard,Koyo,Japan,TechFlow Solutions,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/koyo/koy-brg-1202.pdf,https://www.industrial-supply-direct.com/item/koy-brg-1202
PID-10351,Samson Check Valve SAM-VLV-1812,Samson,Valves,Check Valve,SAM-VLV-1812,Heavy-duty industrial grade Check Valve engineered by Samson. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,15739.78,EUR,24 V DC,,50 Hz,,380.6 kilograms,191 x 714 x 340 mm,Forged Steel A105,,36 Months Extended,Samson,United States,Continental Drive Systems,Supplier Price File 2024,https://docs.productiq-assets.com/specs/samson/sam-vlv-1812.pdf,https://www.industrial-supply-direct.com/item/sam-vlv-1812
PID-10352,Gardner Denver Oil-Free Scroll Compressor GAR-CMP-2169,Gardner Denver,Compressors,Oil-Free Scroll Compressor,GAR-CMP-2169,"Compact and durable Oil-Free Scroll Compressor with 100 HP rating, rated for 460 V 60Hz networks.",3506.75,,460 V 60Hz,100 HP,60 Hz,1480 RPM,167.3 kg.,15.2x20.8x72.3 cm,Cast Iron Block,IP55,36 Months Extended,Gardner Denver,China,Continental Drive Systems,Field Engineering Audit,https://docs.productiq-assets.com/specs/gardner_denver/gar-cmp-2169.pdf,https://www.industrial-supply-direct.com/item/gar-cmp-2169
